id,total_processing_time
48822,6.044086579
48823,13.82592106
48824,10.5682733
48825,12.09282171
48826,8.528785916
48827,11.74013759
48828,11.8671719
48829,5.287219254
48830,7.352739566
48831,-0.654943198
48832,9.324073836
48833,7.716909307
48834,9.166738432
48835,11.89762456
48836,-2.705220277
48837,2.827907166
48838,7.894651458
48839,-8.794292305
48840,-4.66833968
48841,-2.296194164
48842,0.588189352
48843,2.38150608
48844,1.876814836
48845,7.069360034
48846,1.444876029
48847,8.300277545
48848,11.75740808
48849,13.01540566
48850,32.60199554
48851,1.317158886
48852,3.163160103
48853,6.546613819
48854,10.09906115
48855,2.695736836
48856,3.531311295
48857,6.409802428
48858,10.194432
48859,2.759562779
48860,-2.00759855
48861,53.76187453
48862,4.989204422
48863,6.414361795
48864,9.32781065
48865,11.90388309
48866,6.052966599
48867,11.94051661
48868,15.88680594
48869,39.66982706
48870,1.525256795
48871,19.99683178
48872,56.11069663
48873,4.944403721
48874,12.06604986
48875,16.14713632
48876,40.2614815
48877,4.556044391
48878,9.062108315
48879,17.85507115
48880,10.87261523
48881,55.34459756
48882,3.18571316
48883,9.053990989
48884,4.501373507
48885,19.62455517
48886,1.945825663
48887,3.758912375
48888,23.59194655
48889,61.01903591
48890,4.421272258
48891,2.089973706
48892,4.77690339
48893,9.379409594
48894,5.199760142
48895,-0.088849144
48896,4.84444822
48897,35.38080073
48898,-0.323386915
48899,1.529516844
48900,4.671682176
48901,10.41997029
48902,37.50407338
48903,-6.585770716
48904,1.888401593
48905,-5.799248955
48906,-5.064006795
48907,41.45089176
48908,117.3882052
48909,-6.945540771
48910,-5.123517957
48911,-2.122364626
48912,42.07671753
48913,118.9164921
48914,-5.866076545
48915,4.778490328
48916,6.983259304
48917,10.87800302
48918,4.864940403
48919,4.473874028
48920,8.738374923
48921,5.546410515
48922,8.992725194
48923,7.124634231
48924,7.423111246
48925,3.580787642
48926,4.675792346
48927,7.153352458
48928,0.446290172
48929,1.876784173
48930,6.998567281
48931,-2.216129841
48932,2.195115252
48933,5.742444366
48934,9.20824109
48935,3.952311215
48936,7.082428298
48937,6.959586718
48938,7.49929211
48939,8.626690473
48940,7.463539822
48941,8.85034745
48942,-0.383836052
48943,9.657503362
48944,7.97190278
48945,3.699906996
48946,6.965026812
48947,10.76830933
48948,9.068109853
48949,5.261695549
48950,9.386186513
48951,0.966410647
48952,9.064122821
48953,-1.493447472
48954,2.800557234
48955,7.130281642
48956,6.866422005
48957,9.522115253
48958,5.113691401
48959,0.407126081
48960,7.415939323
48961,6.477665566
48962,0.455756219
48963,6.472648866
48964,8.436998451
48965,-0.097683479
48966,8.424356064
48967,7.435592556
48968,12.05676642
48969,8.425135264
48970,0.423198069
48971,-6.443343385
48972,0.74932565
48973,0.804787824
48974,-3.368666682
48975,4.365025644
48976,7.425461754
48977,3.439590667
48978,4.479621859
48979,6.656092361
48980,10.43603014
48981,7.33045928
48982,2.163494404
48983,9.750829254
48984,-2.255644196
48985,-0.707854968
48986,2.006103152
48987,6.770175491
48988,10.42343011
48989,6.902054729
48990,6.646122351
48991,2.229059131
48992,7.392823005
48993,8.438295687
48994,9.942525666
48995,-0.601538863
48996,3.826381742
48997,6.770165117
48998,10.39599882
48999,7.072659352
49000,7.635983761
49001,1.081930825
49002,4.863915669
49003,4.511296323
49004,8.60423296
49005,-0.351325324
49006,2.318608417
49007,10.39528028
49008,7.988306161
49009,1.424553749
49010,7.132857497
49011,3.841641611
49012,4.754164351
49013,3.699968881
49014,8.251033516
49015,9.56753099
49016,1.665991651
49017,8.754751408
49018,2.647335345
49019,8.664262308
49020,-0.998298019
49021,7.326839997
49022,3.106452735
49023,5.748226107
49024,3.696721473
49025,6.969768
49026,1.61422083
49027,7.602041212
49028,9.101233543
49029,12.67401702
49030,-1.334371325
49031,9.081300297
49032,-5.883300682
49033,0.830825921
49034,-5.893382806
49035,1.198608566
49036,4.309898836
49037,5.332563205
49038,10.30562962
49039,6.508266341
49040,6.883073389
49041,7.496298307
49042,3.345284509
49043,7.404437729
49044,8.195240566
49045,1.918108305
49046,6.141377416
49047,9.54014565
49048,3.685659896
49049,3.387673683
49050,4.376035123
49051,6.442076918
49052,10.11189589
49053,8.264096967
49054,7.394085805
49055,-2.090126149
49056,6.234177759
49057,7.712953498
49058,8.861483039
49059,2.391998755
49060,4.777116897
49061,7.837324113
49062,2.010417112
49063,10.44446062
49064,6.585076663
49065,10.11937702
49066,10.19032433
49067,7.441399507
49068,3.6529746
49069,10.31941733
49070,9.329664494
49071,2.760756951
49072,2.402672044
49073,2.761276344
49074,6.946657067
49075,4.714858407
49076,7.636786732
49077,8.354331392
49078,1.720324411
49079,8.89024954
49080,0.565518022
49081,7.913129757
49082,1.386677923
49083,0.896383988
49084,1.877470123
49085,3.754395507
49086,7.141007135
49087,9.124760979
49088,1.571021925
49089,3.811831675
49090,7.6561087
49091,-7.584202853
49092,-5.748203073
49093,-3.999064102
49094,-5.764763799
49095,1.276866234
49096,8.486562859
49097,10.41810625
49098,3.637441937
49099,4.520403246
49100,6.474788019
49101,11.73598364
49102,2.100621817
49103,40.60367864
49104,-0.698780282
49105,6.062291424
49106,45.10161339
49107,10.57100426
49108,14.97781265
49109,0.478214756
49110,45.97118405
49111,9.927875086
49112,4.409573694
49113,10.00123331
49114,12.88531459
49115,15.86379489
49116,42.19339902
49117,16.17367668
49118,9.962916026
49119,4.585174481
49120,14.63399189
49121,46.736942
49122,1.129941247
49123,-1.226456941
49124,18.84537556
49125,4.667394023
49126,14.55764196
49127,3.716902346
49128,10.16113469
49129,1.795412019
49130,50.97784921
49131,8.945807175
49132,52.44111152
49133,-0.814530565
49134,3.136672814
49135,57.30403551
49136,69.01839083
49137,4.122515779
49138,29.851871
49139,80.51158895
49140,2.953095823
49141,88.21633586
49142,-7.184807486
49143,-6.344034114
49144,-4.775189684
49145,25.85952981
49146,-3.6841172
49147,-5.280455503
49148,1.584368601
49149,1.567063764
49150,37.8105141
49151,3.172073969
49152,12.62575567
49153,8.621167502
49154,4.816305735
49155,8.412512021
49156,-3.723109046
49157,8.891422164
49158,4.515594071
49159,5.339400137
49160,-3.589985462
49161,7.777968849
49162,12.54480443
49163,11.7378199
49164,10.71583105
49165,9.122492515
49166,-0.470842309
49167,10.34855997
49168,8.928403522
49169,8.07988877
49170,7.520447271
49171,9.555496223
49172,4.965505583
49173,10.02916024
49174,13.21430369
49175,0.50009284
49176,2.559162418
49177,6.064914519
49178,14.45590236
49179,0.049173275
49180,2.142373863
49181,-0.372399215
49182,8.373261015
49183,3.688148588
49184,5.337172245
49185,5.138978475
49186,2.930377096
49187,0.444449904
49188,10.27125906
49189,-2.129246207
49190,0.131798817
49191,9.089610077
49192,14.74590967
49193,1.294530515
49194,5.847712137
49195,9.07442519
49196,5.929826774
49197,10.8791019
49198,11.69355725
49199,0.804671972
49200,4.367718794
49201,9.53423289
49202,17.67639192
49203,-5.943207045
49204,-1.521184104
49205,2.863643373
49206,3.299306973
49207,-3.517868066
49208,5.261966218
49209,-2.844702797
49210,-0.186555862
49211,4.852171821
49212,15.32110468
49213,4.815991202
49214,2.687715402
49215,7.64552094
49216,9.154904302
49217,-0.363819639
49218,8.624178957
49219,-3.72335855
49220,12.36188675
49221,3.225726197
49222,7.96849769
49223,11.46871084
49224,7.713231212
49225,5.333727185
49226,10.46771757
49227,8.771480343
49228,-0.739603541
49229,4.919920757
49230,13.21633355
49231,2.419968847
49232,7.771198203
49233,12.55000566
49234,8.092239607
49235,11.73868542
49236,7.868220598
49237,10.70795157
49238,-0.471733876
49239,-1.008381185
49240,8.073614659
49241,8.291514814
49242,12.96136988
49243,9.557084009
49244,6.060846907
49245,14.46110356
49246,0.049390514
49247,14.44991079
49248,8.379681048
49249,13.95094872
49250,3.685919115
49251,3.386139035
49252,5.136242843
49253,13.05490835
49254,0.8730942
49255,10.41981339
49256,6.057347291
49257,15.13550011
49258,3.834132828
49259,9.089610077
49260,1.294530515
49261,10.36032603
49262,1.506926984
49263,3.25335502
49264,14.0573317
49265,0.272493015
49266,5.74242744
49267,-1.452697281
49268,4.367718794
49269,11.36041409
49270,17.67639192
49271,-5.943207045
49272,-5.260923835
49273,3.866650233
49274,-4.827778798
49275,-2.844702797
49276,-5.875813257
49277,-0.186555862
49278,4.852171821
49279,3.166992218
49280,8.793911219
49281,11.3551794
49282,4.439107416
49283,9.154904302
49284,5.228660917
49285,10.36603765
49286,8.624178957
49287,1.240405931
49288,13.04884345
49289,7.644738797
49290,3.225726197
49291,8.89140461
49292,7.713231212
49293,9.264849692
49294,12.32025966
49295,-0.255277666
49296,1.803204071
49297,5.333727185
49298,10.09029958
49299,7.771198203
49300,3.358190166
49301,5.006875529
49302,2.922612817
49303,9.525825316
49304,0.002176177
49305,2.060433658
49306,10.70795157
49307,9.126198372
49308,1.620654615
49309,8.073614659
49310,12.26451025
49311,3.211143269
49312,0.500041172
49313,9.84126234
49314,2.141278223
49315,9.670701648
49316,-0.372158391
49317,5.333629893
49318,8.382063698
49319,12.66401687
49320,5.136242843
49321,11.44496454
49322,15.18944004
49323,2.535489989
49324,3.819624451
49325,8.711015127
49326,2.234575481
49327,3.429893077
49328,11.14775578
49329,13.17702315
49330,18.58284585
49331,1.82195385
49332,9.97429449
49333,-3.003978382
49334,-2.133167609
49335,11.44304433
49336,1.794971417
49337,10.87419215
49338,17.8366507
49339,2.634983776
49340,23.91067977
49341,11.50372315
49342,27.69931533
49343,-0.551289951
49344,1.367103213
49345,9.461169118
49346,14.05812841
49347,-1.011054982
49348,4.223156945
49349,-3.739421142
49350,14.54603374
49351,2.714844347
49352,4.223576028
49353,24.74320283
49354,-0.421621386
49355,9.583975639
49356,38.26733468
49357,14.64629843
49358,7.205585469
49359,11.60580668
49360,26.80667207
49361,30.64140442
49362,9.877225421
49363,15.46089629
49364,1.395860257
49365,-3.212321006
49366,2.360174812
49367,7.414296232
49368,4.568200053
49369,35.24200794
49370,2.422680642
49371,10.45502571
49372,0.083162732
49373,17.84640298
49374,-2.457208791
49375,50.51378596
49376,7.725809
49377,12.08909994
49378,35.5302336
49379,3.244806946
49380,4.854732816
49381,6.103755572
49382,49.7419264
49383,0.590232923
49384,50.71481774
49385,20.44377944
49386,6.060438025
49387,10.28444178
49388,64.84355397
49389,2.234575481
49390,69.3569598
49391,31.39269303
49392,1.287256621
49393,-0.295237466
49394,87.54415935
49395,-3.003978382
49396,3.584989019
49397,91.74137494
49398,6.327849994
49399,37.26558136
49400,1.792912508
49401,6.362179522
49402,-3.921123545
49403,1.339345773
49404,6.346820836
49405,8.77291652
49406,8.282809983
49407,13.23182559
49408,13.4682473
49409,13.34509929
49410,-1.26230017
49411,7.402342513
49412,6.499873537
49413,12.9487595
49414,10.78348255
49415,12.82305636
49416,4.551100548
49417,13.45221712
49418,5.398260132
49419,13.72599482
49420,4.91032435
49421,-1.034659998
49422,12.5722467
49423,13.30091448
49424,11.25012157
49425,6.31345173
49426,8.836828588
49427,11.43242606
49428,13.99035003
49429,5.883902782
49430,9.897111321
49431,10.09768549
49432,-0.47833709
49433,2.589774665
49434,7.261353694
49435,8.322642814
49436,13.26630447
49437,5.76929484
49438,13.74279137
49439,4.059435752
49440,15.69184924
49441,3.56878675
49442,15.60652711
49443,3.73606272
49444,10.60264228
49445,14.58339083
49446,13.03013004
49447,15.28485578
49448,13.3482318
49449,3.264622577
49450,7.746498479
49451,12.16390827
49452,12.46614879
49453,9.357255682
49454,10.91607692
49455,16.0346441
49456,16.10368469
49457,6.805140727
49458,22.65042467
49459,8.17148122
49460,10.88252498
49461,15.19703602
49462,4.37947941
49463,9.139393447
49464,4.783643448
49465,5.243538598
49466,8.816617841
49467,15.20381323
49468,17.49060378
49469,22.92263213
49470,4.834100232
49471,5.08717136
49472,4.385506483
49473,12.42153825
49474,10.73018609
49475,2.336028853
49476,0.104201364
49477,9.249780638
49478,6.501158885
49479,10.78348255
49480,12.58027027
49481,10.93453957
49482,2.538889548
49483,9.774006039
49484,13.72599482
49485,4.91032435
49486,9.409550645
49487,9.495640777
49488,-2.907554356
49489,6.722026378
49490,7.668831463
49491,11.25012157
49492,13.3299418
49493,13.99035003
49494,7.616317143
49495,14.38480818
49496,9.634923519
49497,12.46719702
49498,15.69184924
49499,11.36505039
49500,-1.185242072
49501,0.686927248
49502,3.73606272
49503,8.225361007
49504,14.38194634
49505,13.3482318
49506,4.463913325
49507,11.7680425
49508,16.79265743
49509,4.722606926
49510,16.0346441
49511,9.713497191
49512,11.95149128
49513,16.11619708
49514,19.03155806
49515,12.15823544
49516,15.43235629
49517,15.21405091
49518,6.309516994
49519,13.66932534
49520,4.901447948
49521,11.93144465
49522,6.766955206
49523,5.266890417
49524,6.908320405
49525,23.31137975
49526,23.63085374
49527,3.918977423
49528,8.533970524
49529,12.49131993
49530,12.6203951
49531,4.272517163
49532,12.10762988
49533,13.26065499
49534,9.420387234
49535,9.619345532
49536,13.56636233
49537,4.547159887
49538,9.344528006
49539,-3.14159153
49540,1.695936219
49541,6.320321725
49542,12.60983269
49543,5.755160348
49544,0.821234383
49545,2.451038908
49546,0.267839916
49547,1.929016014
49548,12.74453156
49549,13.35991809
49550,4.833049932
49551,8.582072065
49552,14.05149677
49553,1.3237641
49554,2.439775016
49555,9.618607744
49556,14.41151459
49557,-0.509179147
49558,2.458310282
49559,7.017464607
49560,13.34160124
49561,2.390728554
49562,11.01560312
49563,11.84422083
49564,15.9452743
49565,10.59258442
49566,-1.106763356
49567,3.617760182
49568,8.137912731
49569,15.07501145
49570,10.29896414
49571,13.98511727
49572,13.51941535
49573,11.88509277
49574,17.16603372
49575,2.8265561
49576,17.11671156
49577,1.757451804
49578,4.65521862
49579,9.156413182
49580,8.752940597
49581,17.52169161
49582,20.93331645
49583,8.85870261
49584,11.39967205
49585,15.54425225
49586,18.51932147
49587,23.36527964
49588,8.574552593
49589,17.84708053
49590,14.81296293
49591,5.86977338
49592,5.738308298
49593,13.84431956
49594,18.75948364
49595,8.909960554
49596,18.90975516
49597,25.31389532
49598,12.17375582
49599,2.169294359
49600,25.71790681
49601,5.627394969
49602,12.00438964
49603,29.27698146
49604,0.7834249
49605,5.095233233
49606,0.239179601
49607,14.87921138
49608,39.90488415
49609,1.825135164
49610,6.563726961
49611,16.06017382
49612,0.7705701
49613,2.402376035
49614,9.486615538
49615,13.46756786
49616,16.5091424
49617,36.64992448
49618,46.84212815
49619,1.881033843
49620,10.55617538
49621,18.64633564
49622,47.90088912
49623,0.703002341
49624,3.604318758
49625,52.02776834
49626,8.034550446
49627,14.09694216
49628,17.42134615
49629,18.61698641
49630,7.162476851
49631,57.29002085
49632,9.975413544
49633,7.32350233
49634,87.36119298
49635,8.63166553
49636,11.19002472
49637,6.783991927
49638,9.522969955
49639,8.679398405
49640,12.2396937
49641,38.82184789
49642,5.957596383
49643,7.543760178
49644,44.3987388
49645,9.847190898
49646,116.7356247
49647,6.348304131
49648,46.32765787
49649,3.327492706
49650,8.062783876
49651,7.351776292
49652,8.404889987
49653,3.283065345
49654,4.958142603
49655,0.393991146
49656,1.192551943
49657,3.231513567
49658,11.53919855
49659,7.461783711
49660,8.313217134
49661,1.656960949
49662,3.656070567
49663,0.141500921
49664,11.7193136
49665,-2.158124975
49666,1.403946382
49667,7.670789158
49668,8.832358697
49669,5.224079628
49670,10.04768056
49671,9.058095291
49672,1.616500177
49673,1.745875462
49674,3.849631601
49675,9.428537074
49676,9.036276503
49677,8.058585115
49678,9.843837408
49679,1.031984918
